"id","matchDate","Country","League","Season","homeTeam","awayTeam","FTHG","FTAG","FTR","1HHG","1HAG","1HR","2HHG","2HAG","2HR"
"75339","14-12-25 21:00","Spain","LaLiga","2025/2026","Alaves","Real Madrid","1","2","A","0","1","A","1","1","D"
"75340","14-12-25 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Ath Bilbao","2","0","H","0","0","D","2","0","H"
"75341","14-12-25 14:00","Spain","LaLiga","2025/2026","Sevilla","Oviedo","4","0","H","2","0","H","2","0","H"
"75294","13-12-25 21:00","Spain","LaLiga","2025/2026","Getafe","Espanyol","0","1","A","0","0","D","0","1","A"
"75295","13-12-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Osasuna","2","0","H","0","0","D","2","0","H"
"75296","13-12-25 16:15","Spain","LaLiga","2025/2026","Mallorca","Elche","3","1","H","1","1","D","2","0","H"
"75297","13-12-25 14:00","Spain","LaLiga","2025/2026","Atl. Madrid","Valencia","2","1","H","1","0","H","1","1","D"
"75215","12-12-25 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Girona","1","2","A","1","0","H","0","2","A"
"75145","08-12-25 21:00","Spain","LaLiga","2025/2026","Osasuna","Levante","2","0","H","2","0","H","0","0","D"
"75119","07-12-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Celta Vigo","0","2","A","0","0","D","0","2","A"
"75120","07-12-25 18:30","Spain","LaLiga","2025/2026","Espanyol","Rayo Vallecano","1","0","H","1","0","H","0","0","D"
"75121","07-12-25 16:15","Spain","LaLiga","2025/2026","Valencia","Sevilla","1","1","D","0","0","D","1","1","D"
"75122","07-12-25 14:00","Spain","LaLiga","2025/2026","Elche","Girona","3","0","H","1","0","H","2","0","H"
"75068","06-12-25 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Atl. Madrid","1","0","H","0","0","D","1","0","H"
"75069","06-12-25 18:30","Spain","LaLiga","2025/2026","Betis","Barcelona","3","5","A","1","4","A","2","1","H"
"75070","06-12-25 16:15","Spain","LaLiga","2025/2026","Alaves","Real Sociedad","1","0","H","1","0","H","0","0","D"
"75071","06-12-25 14:00","Spain","LaLiga","2025/2026","Villarreal","Getafe","2","0","H","1","0","H","1","0","H"
"75007","05-12-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Mallorca","0","0","D","0","0","D","0","0","D"
"74983","03-12-25 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Real Madrid","0","3","A","0","2","A","0","1","A"
"74958","02-12-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Atl. Madrid","3","1","H","1","1","D","2","0","H"
"74948","01-12-25 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Valencia","1","1","D","1","0","H","0","1","A"
"74931","30-11-25 21:00","Spain","LaLiga","2025/2026","Girona","Real Madrid","1","1","D","1","0","H","0","1","A"
"74932","30-11-25 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Espanyol","0","1","A","0","0","D","0","1","A"
"74933","30-11-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Betis","0","2","A","0","0","D","0","2","A"
"74934","30-11-25 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Villarreal","2","3","A","0","1","A","2","2","D"
"74877","29-11-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Oviedo","2","0","H","2","0","H","0","0","D"
"74878","29-11-25 18:30","Spain","LaLiga","2025/2026","Levante","Ath Bilbao","0","2","A","0","2","A","0","0","D"
"74879","29-11-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Alaves","3","1","H","2","1","H","1","0","H"
"74880","29-11-25 14:00","Spain","LaLiga","2025/2026","Mallorca","Osasuna","2","2","D","0","0","D","2","2","D"
"74795","28-11-25 21:00","Spain","LaLiga","2025/2026","Getafe","Elche","1","0","H","0","0","D","1","0","H"
"74735","24-11-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Sevilla","2","1","H","0","0","D","2","1","H"
"74712","23-11-25 21:00","Spain","LaLiga","2025/2026","Elche","Real Madrid","2","2","D","0","0","D","2","2","D"
"74713","23-11-25 18:30","Spain","LaLiga","2025/2026","Getafe","Atl. Madrid","0","1","A","0","0","D","0","1","A"
"74714","23-11-25 16:15","Spain","LaLiga","2025/2026","Betis","Girona","1","1","D","0","1","A","1","0","H"
"74715","23-11-25 14:00","Spain","LaLiga","2025/2026","Oviedo","Rayo Vallecano","0","0","D","0","0","D","0","0","D"
"74665","22-11-25 21:00","Spain","LaLiga","2025/2026","Villarreal","Mallorca","2","1","H","1","1","D","1","0","H"
"74666","22-11-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Real Sociedad","1","3","A","1","0","H","0","3","A"
"74667","22-11-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Ath Bilbao","4","0","H","2","0","H","2","0","H"
"74668","22-11-25 14:00","Spain","LaLiga","2025/2026","Alaves","Celta Vigo","0","1","A","0","0","D","0","1","A"
"74582","21-11-25 21:00","Spain","LaLiga","2025/2026","Valencia","Levante","1","0","H","0","0","D","1","0","H"
"74505","09-11-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Barcelona","2","4","A","2","3","A","0","1","A"
"74506","09-11-25 18:30","Spain","LaLiga","2025/2026","Mallorca","Getafe","1","0","H","1","0","H","0","0","D"
"74507","09-11-25 18:30","Spain","LaLiga","2025/2026","Valencia","Betis","1","1","D","0","0","D","1","1","D"
"74508","09-11-25 16:15","Spain","LaLiga","2025/2026","Rayo Vallecano","Real Madrid","0","0","D","0","0","D","0","0","D"
"74509","09-11-25 14:00","Spain","LaLiga","2025/2026","Ath Bilbao","Oviedo","1","0","H","1","0","H","0","0","D"
"74442","08-11-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Villarreal","0","2","A","0","1","A","0","1","A"
"74443","08-11-25 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Levante","3","1","H","1","1","D","2","0","H"
"74444","08-11-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Osasuna","1","0","H","0","0","D","1","0","H"
"74445","08-11-25 14:00","Spain","LaLiga","2025/2026","Girona","Alaves","1","0","H","1","0","H","0","0","D"
"74357","07-11-25 21:00","Spain","LaLiga","2025/2026","Elche","Real Sociedad","1","1","D","0","0","D","1","1","D"
"74295","03-11-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Osasuna","0","0","D","0","0","D","0","0","D"
"74268","02-11-25 21:00","Spain","LaLiga","2025/2026","Betis","Mallorca","3","0","H","3","0","H","0","0","D"
"74269","02-11-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Elche","3","1","H","2","1","H","1","0","H"
"74270","02-11-25 16:15","Spain","LaLiga","2025/2026","Alaves","Espanyol","2","1","H","2","0","H","0","1","A"
"74271","02-11-25 14:00","Spain","LaLiga","2025/2026","Levante","Celta Vigo","1","2","A","0","1","A","1","1","D"
"74216","01-11-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Valencia","4","0","H","3","0","H","1","0","H"
"74217","01-11-25 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Ath Bilbao","3","2","H","1","1","D","2","1","H"
"74218","01-11-25 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Sevilla","3","0","H","0","0","D","3","0","H"
"74219","01-11-25 14:00","Spain","LaLiga","2025/2026","Villarreal","Rayo Vallecano","4","0","H","1","0","H","3","0","H"
"74150","31-10-25 21:00","Spain","LaLiga","2025/2026","Getafe","Girona","2","1","H","0","0","D","2","1","H"
"70024","27-10-25 21:00","Spain","LaLiga","2025/2026","Betis","Atl. Madrid","0","2","A","0","2","A","0","0","D"
"69168","26-10-25 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Alaves","1","0","H","0","0","D","1","0","H"
"69169","26-10-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Celta Vigo","2","3","A","2","1","H","0","2","A"
"69170","26-10-25 16:15","Spain","LaLiga","2025/2026","Real Madrid","Barcelona","2","1","H","2","1","H","0","0","D"
"69171","26-10-25 14:00","Spain","LaLiga","2025/2026","Mallorca","Levante","1","1","D","0","1","A","1","0","H"
"67680","25-10-25 21:00","Spain","LaLiga","2025/2026","Valencia","Villarreal","0","2","A","0","1","A","0","1","A"
"67681","25-10-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Getafe","0","1","A","0","0","D","0","1","A"
"67682","25-10-25 16:15","Spain","LaLiga","2025/2026","Espanyol","Elche","1","0","H","0","0","D","1","0","H"
"67683","25-10-25 14:00","Spain","LaLiga","2025/2026","Girona","Oviedo","3","3","D","0","1","A","3","2","H"
"67362","24-10-25 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Sevilla","2","1","H","2","1","H","0","0","D"
"67303","20-10-25 21:00","Spain","LaLiga","2025/2026","Alaves","Valencia","0","0","D","0","0","D","0","0","D"
"67234","19-10-25 21:00","Spain","LaLiga","2025/2026","Getafe","Real Madrid","0","1","A","0","0","D","0","1","A"
"67235","19-10-25 18:30","Spain","LaLiga","2025/2026","Levante","Rayo Vallecano","0","3","A","0","2","A","0","1","A"
"67236","19-10-25 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Real Sociedad","1","1","D","1","0","H","0","1","A"
"67237","19-10-25 14:00","Spain","LaLiga","2025/2026","Elche","Ath Bilbao","0","0","D","0","0","D","0","0","D"
"67195","18-10-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Osasuna","1","0","H","0","0","D","1","0","H"
"67196","18-10-25 18:30","Spain","LaLiga","2025/2026","Villarreal","Betis","2","2","D","1","0","H","1","2","A"
"67197","18-10-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Girona","2","1","H","1","1","D","1","0","H"
"67198","18-10-25 14:00","Spain","LaLiga","2025/2026","Sevilla","Mallorca","1","3","A","1","0","H","0","3","A"
"66620","17-10-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Espanyol","0","2","A","0","0","D","0","2","A"
"65625","05-10-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Atl. Madrid","1","1","D","0","1","A","1","0","H"
"65626","05-10-25 18:30","Spain","LaLiga","2025/2026","Espanyol","Betis","1","2","A","1","0","H","0","2","A"
"65627","05-10-25 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Rayo Vallecano","0","1","A","0","0","D","0","1","A"
"65628","05-10-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Barcelona","4","1","H","2","1","H","2","0","H"
"65629","05-10-25 14:00","Spain","LaLiga","2025/2026","Alaves","Elche","3","1","H","0","0","D","3","1","H"
"65572","04-10-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Villarreal","3","1","H","0","0","D","3","1","H"
"65573","04-10-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Mallorca","2","1","H","1","0","H","1","1","D"
"65574","04-10-25 16:15","Spain","LaLiga","2025/2026","Girona","Valencia","2","1","H","1","0","H","1","1","D"
"65575","04-10-25 14:00","Spain","LaLiga","2025/2026","Oviedo","Levante","0","2","A","0","1","A","0","1","A"
"65496","03-10-25 21:00","Spain","LaLiga","2025/2026","Osasuna","Getafe","2","1","H","1","1","D","1","0","H"
"65460","30-09-25 20:00","Spain","LaLiga","2025/2026","Valencia","Oviedo","1","2","A","1","0","H","0","2","A"
"65407","28-09-25 21:00","Spain","LaLiga","2025/2026","Betis","Osasuna","2","0","H","2","0","H","0","0","D"
"65408","28-09-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Real Sociedad","2","1","H","1","1","D","1","0","H"
"65409","28-09-25 16:15","Spain","LaLiga","2025/2026","Elche","Celta Vigo","2","1","H","1","1","D","1","0","H"
"65410","28-09-25 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Sevilla","0","1","A","0","0","D","0","1","A"
"65364","27-09-25 21:00","Spain","LaLiga","2025/2026","Villarreal","Ath Bilbao","1","0","H","0","0","D","1","0","H"
"65365","27-09-25 18:30","Spain","LaLiga","2025/2026","Mallorca","Alaves","1","0","H","1","0","H","0","0","D"
"65366","27-09-25 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Real Madrid","5","2","H","2","2","D","3","0","H"
"65367","27-09-25 14:00","Spain","LaLiga","2025/2026","Getafe","Levante","1","1","D","0","1","A","1","0","H"
"65283","26-09-25 21:00","Spain","LaLiga","2025/2026","Girona","Espanyol","0","0","D","0","0","D","0","0","D"
"65266","25-09-25 21:30","Spain","LaLiga","2025/2026","Oviedo","Barcelona","1","3","A","1","0","H","0","3","A"
"65267","25-09-25 19:30","Spain","LaLiga","2025/2026","Osasuna","Elche","1","1","D","1","0","H","0","1","A"
"65260","24-09-25 21:30","Spain","LaLiga","2025/2026","Atl. Madrid","Rayo Vallecano","3","2","H","1","1","D","2","1","H"
"65261","24-09-25 21:30","Spain","LaLiga","2025/2026","Real Sociedad","Mallorca","1","0","H","0","0","D","1","0","H"
"65262","24-09-25 19:00","Spain","LaLiga","2025/2026","Getafe","Alaves","1","1","D","0","0","D","1","1","D"
"65255","23-09-25 21:30","Spain","LaLiga","2025/2026","Levante","Real Madrid","1","4","A","0","2","A","1","2","A"
"65256","23-09-25 21:30","Spain","LaLiga","2025/2026","Sevilla","Villarreal","1","2","A","0","1","A","1","1","D"
"65257","23-09-25 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Girona","1","1","D","0","1","A","1","0","H"
"65258","23-09-25 19:00","Spain","LaLiga","2025/2026","Espanyol","Valencia","2","2","D","0","1","A","2","1","H"
"65212","21-09-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Getafe","3","0","H","2","0","H","1","0","H"
"65213","21-09-25 18:30","Spain","LaLiga","2025/2026","Elche","Oviedo","1","0","H","1","0","H","0","0","D"
"65214","21-09-25 16:15","Spain","LaLiga","2025/2026","Mallorca","Atl. Madrid","1","1","D","0","0","D","1","1","D"
"65215","21-09-25 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Celta Vigo","1","1","D","0","0","D","1","1","D"
"65163","20-09-25 21:00","Spain","LaLiga","2025/2026","Valencia","Ath Bilbao","2","0","H","0","0","D","2","0","H"
"65164","20-09-25 18:30","Spain","LaLiga","2025/2026","Alaves","Sevilla","1","2","A","1","1","D","0","1","A"
"65165","20-09-25 18:30","Spain","LaLiga","2025/2026","Villarreal","Osasuna","2","1","H","0","1","A","2","0","H"
"65166","20-09-25 16:15","Spain","LaLiga","2025/2026","Real Madrid","Espanyol","2","0","H","1","0","H","1","0","H"
"65167","20-09-25 14:00","Spain","LaLiga","2025/2026","Girona","Levante","0","4","A","0","1","A","0","3","A"
"65086","19-09-25 21:00","Spain","LaLiga","2025/2026","Betis","Real Sociedad","3","1","H","1","1","D","2","0","H"
"65057","15-09-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Mallorca","3","2","H","2","1","H","1","1","D"
"65026","14-09-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Valencia","6","0","H","1","0","H","5","0","H"
"65027","14-09-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Rayo Vallecano","2","0","H","1","0","H","1","0","H"
"65028","14-09-25 16:15","Spain","LaLiga","2025/2026","Levante","Betis","2","2","D","2","1","H","0","1","A"
"65029","14-09-25 14:00","Spain","LaLiga","2025/2026","Celta Vigo","Girona","1","1","D","0","1","A","1","0","H"
"64979","13-09-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Villarreal","2","0","H","1","0","H","1","0","H"
"64980","13-09-25 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Alaves","0","1","A","0","0","D","0","1","A"
"64981","13-09-25 16:15","Spain","LaLiga","2025/2026","Real Sociedad","Real Madrid","1","2","A","0","2","A","1","0","H"
"64982","13-09-25 14:00","Spain","LaLiga","2025/2026","Getafe","Oviedo","2","0","H","2","0","H","0","0","D"
"64899","12-09-25 21:00","Spain","LaLiga","2025/2026","Sevilla","Elche","2","2","D","1","0","H","1","2","A"
"64792","31-08-25 21:30","Spain","LaLiga","2025/2026","Rayo Vallecano","Barcelona","1","1","D","0","1","A","1","0","H"
"64793","31-08-25 19:30","Spain","LaLiga","2025/2026","Espanyol","Osasuna","1","0","H","0","0","D","1","0","H"
"64794","31-08-25 19:00","Spain","LaLiga","2025/2026","Betis","Ath Bilbao","1","2","A","0","0","D","1","2","A"
"64795","31-08-25 17:00","Spain","LaLiga","2025/2026","Celta Vigo","Villarreal","1","1","D","0","0","D","1","1","D"
"64744","30-08-25 21:30","Spain","LaLiga","2025/2026","Real Madrid","Mallorca","2","1","H","2","1","H","0","0","D"
"64745","30-08-25 19:30","Spain","LaLiga","2025/2026","Girona","Sevilla","0","2","A","0","1","A","0","1","A"
"64746","30-08-25 19:00","Spain","LaLiga","2025/2026","Oviedo","Real Sociedad","1","0","H","1","0","H","0","0","D"
"64747","30-08-25 17:00","Spain","LaLiga","2025/2026","Alaves","Atl. Madrid","1","1","D","1","1","D","0","0","D"
"64665","29-08-25 21:30","Spain","LaLiga","2025/2026","Valencia","Getafe","3","0","H","1","0","H","2","0","H"
"64666","29-08-25 19:30","Spain","LaLiga","2025/2026","Elche","Levante","2","0","H","0","0","D","2","0","H"
"64647","27-08-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Betis","1","1","D","0","1","A","1","0","H"
"64638","25-08-25 21:30","Spain","LaLiga","2025/2026","Sevilla","Getafe","1","2","A","1","1","D","0","1","A"
"64639","25-08-25 19:30","Spain","LaLiga","2025/2026","Ath Bilbao","Rayo Vallecano","1","0","H","0","0","D","1","0","H"
"64609","24-08-25 21:30","Spain","LaLiga","2025/2026","Oviedo","Real Madrid","0","3","A","0","1","A","0","2","A"
"64610","24-08-25 19:30","Spain","LaLiga","2025/2026","Real Sociedad","Espanyol","2","2","D","0","2","A","2","0","H"
"64611","24-08-25 19:30","Spain","LaLiga","2025/2026","Villarreal","Girona","5","0","H","4","0","H","1","0","H"
"64612","24-08-25 17:00","Spain","LaLiga","2025/2026","Osasuna","Valencia","1","0","H","1","0","H","0","0","D"
"64568","23-08-25 21:30","Spain","LaLiga","2025/2026","Levante","Barcelona","2","3","A","2","0","H","0","3","A"
"64569","23-08-25 19:30","Spain","LaLiga","2025/2026","Atl. Madrid","Elche","1","1","D","1","1","D","0","0","D"
"64570","23-08-25 17:00","Spain","LaLiga","2025/2026","Mallorca","Celta Vigo","1","1","D","0","1","A","1","0","H"
"64490","22-08-25 21:30","Spain","LaLiga","2025/2026","Betis","Alaves","1","0","H","1","0","H","0","0","D"
"64474","19-08-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Osasuna","1","0","H","0","0","D","1","0","H"
"64447","18-08-25 21:00","Spain","LaLiga","2025/2026","Elche","Betis","1","1","D","0","1","A","1","0","H"
"64419","17-08-25 21:30","Spain","LaLiga","2025/2026","Espanyol","Atl. Madrid","2","1","H","0","1","A","2","0","H"
"64420","17-08-25 19:30","Spain","LaLiga","2025/2026","Ath Bilbao","Sevilla","3","2","H","2","0","H","1","2","A"
"64421","17-08-25 17:00","Spain","LaLiga","2025/2026","Celta Vigo","Getafe","0","2","A","0","0","D","0","2","A"
"64387","16-08-25 21:30","Spain","LaLiga","2025/2026","Alaves","Levante","2","1","H","1","0","H","1","1","D"
"64388","16-08-25 21:30","Spain","LaLiga","2025/2026","Valencia","Real Sociedad","1","1","D","0","0","D","1","1","D"
"64389","16-08-25 19:30","Spain","LaLiga","2025/2026","Mallorca","Barcelona","0","3","A","0","2","A","0","1","A"
"74557","15-08-25 21:30","Spain","LaLiga","2025/2026","Villarreal","Oviedo","2","0","H","2","0","H","0","0","D"
"74556","15-08-25 19:00","Spain","LaLiga","2025/2026","Girona","Rayo Vallecano","1","3","A","0","3","A","1","0","H"
