"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"97251","22-02-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Mallorca","1.80","3.59","5.13","1.08","8.42","1.34","3.37","2.21","1.73","3.85","1.27","7.69","1.09","1.96","1.85"
"97235","22-02-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Levante","1.11","13.10","17.70","1.01","29.00","1.05","11.00","1.21","4.50","1.50","2.63","2.14","1.73","1.78","2.04"
"97216","22-02-26 14:00","Spain","LaLiga","2025/2026","Getafe","Sevilla","2.40","2.86","3.78","1.18","5.00","1.80","2.10","3.37","1.34","7.24","1.10","14.00","1.03","2.41","1.57"
"97179","21-02-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Espanyol","1.48","4.63","7.34","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.90","1.90"
"97158","21-02-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Real Madrid","4.92","4.11","1.71","1.03","13.70","1.21","4.56","1.63","2.32","2.50","1.54","4.45","1.22","1.65","2.24"
"97145","21-02-26 16:15","Spain","LaLiga","2025/2026","Betis","Rayo Vallecano","1.96","3.38","4.44","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.78","2.04"
"97100","21-02-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Oviedo","1.57","3.94","7.17","1.06","10.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","1.96","1.85"
"97071","20-02-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Elche","1.74","3.78","5.18","1.06","10.10","1.29","3.72","1.95","1.93","3.12","1.38","5.94","1.14","1.80","2.01"
"97019","18-02-26 20:00","Spain","LaLiga","2025/2026","Levante","Villarreal","4.16","3.85","1.88","1.04","11.60","1.26","3.95","1.88","2.01","3.03","1.39","6.02","1.14","1.74","2.09"
"94613","16-02-26 21:00","Spain","LaLiga","2025/2026","Girona","Barcelona","8.20","5.91","1.35","1.01","29.00","1.10","7.00","1.33","3.40","1.89","2.00","3.01","1.40","1.53","2.53"
"93115","15-02-26 21:00","Spain","LaLiga","2025/2026","Mallorca","Betis","3.12","3.27","2.47","1.09","8.00","1.36","3.20","2.21","1.73","3.71","1.29","8.08","1.09","1.74","2.09"
"93107","15-02-26 18:30","Spain","LaLiga","2025/2026","Levante","Valencia","2.90","3.27","2.63","1.06","9.47","1.30","3.58","2.01","1.88","3.43","1.33","6.90","1.11","1.85","1.96"
"93094","15-02-26 16:15","Spain","LaLiga","2025/2026","Rayo Vallecano","Atl. Madrid","4.90","3.69","1.80","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.90","1.90"
"93078","15-02-26 14:00","Spain","LaLiga","2025/2026","Oviedo","Ath Bilbao","3.60","2.97","2.41","1.11","6.84","1.43","2.90","2.41","1.58","4.45","1.22","9.03","1.07","1.94","1.86"
"93058","14-02-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Real Sociedad","1.43","4.99","7.74","1.02","16.00","1.19","4.79","1.54","2.53","2.39","1.59","4.12","1.25","1.76","2.06"
"93046","14-02-26 18:30","Spain","LaLiga","2025/2026","Sevilla","Alaves","2.17","3.00","4.25","1.11","6.84","1.46","2.77","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"93035","14-02-26 16:15","Spain","LaLiga","2025/2026","Getafe","Villarreal","3.33","2.93","2.57","1.14","5.85","1.57","2.45","2.83","1.44","5.48","1.16","11.00","1.05","2.16","1.70"
"92998","14-02-26 14:00","Spain","LaLiga","2025/2026","Espanyol","Celta Vigo","2.56","3.16","3.09","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.96","1.85"
"91780","13-02-26 21:00","Spain","LaLiga","2025/2026","Elche","Osasuna","2.93","3.23","2.63","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"91698","09-02-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Espanyol","1.76","4.08","4.59","1.05","11.00","1.26","4.00","1.89","2.00","3.18","1.37","5.81","1.14","1.76","2.06"
"90996","08-02-26 21:00","Spain","LaLiga","2025/2026","Valencia","Real Madrid","5.17","4.30","1.66","1.02","15.80","1.21","4.56","1.63","2.32","2.50","1.54","4.45","1.22","1.68","2.18"
"90988","08-02-26 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Betis","1.50","4.88","6.29","1.02","16.20","1.23","4.29","1.66","2.26","2.66","1.49","4.60","1.21","1.68","2.18"
"90973","08-02-26 16:15","Spain","LaLiga","2025/2026","Ath Bilbao","Levante","1.66","4.00","5.64","1.05","11.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.90","1.90"
"90974","08-02-26 16:15","Spain","LaLiga","2025/2026","Sevilla","Girona","2.09","3.56","3.90","1.02","7.90","1.31","3.08","2.13","1.84","3.40","1.26","6.40","1.05","1.83","1.89"
"90960","08-02-26 14:00","Spain","LaLiga","2025/2026","Alaves","Getafe","2.50","2.68","3.88","1.21","4.56","1.88","2.01","3.53","1.31","7.69","1.09","14.30","1.03","2.55","1.52"
"90941","07-02-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Elche","1.66","4.18","5.36","1.03","13.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.76","2.06"
"90915","07-02-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Mallorca","1.16","10.10","14.70","1.01","29.00","1.09","8.00","1.28","3.75","1.80","2.10","2.63","1.50","1.90","1.90"
"90849","06-02-26 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Osasuna","2.08","3.31","4.02","1.09","8.00","1.36","3.20","2.21","1.73","3.71","1.29","7.24","1.10","1.76","2.06"
"90178","02-02-26 21:00","Spain","LaLiga","2025/2026","Mallorca","Sevilla","2.75","3.06","2.93","1.12","6.60","1.44","2.83","2.49","1.55","4.65","1.20","9.38","1.06","1.90","1.90"
"89617","01-02-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Real Sociedad","2.32","3.17","3.51","1.08","8.42","1.34","3.37","2.21","1.73","3.85","1.27","7.69","1.09","1.83","1.98"
"89607","01-02-26 18:30","Spain","LaLiga","2025/2026","Getafe","Celta Vigo","3.06","2.93","2.77","1.14","5.79","1.58","2.42","2.86","1.43","6.02","1.14","12.50","1.03","2.22","1.66"
"89594","01-02-26 16:15","Spain","LaLiga","2025/2026","Betis","Valencia","1.83","3.46","5.09","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.90","1.90"
"89578","01-02-26 14:00","Spain","LaLiga","2025/2026","Real Madrid","Rayo Vallecano","1.24","7.20","11.90","1.01","24.00","1.13","6.32","1.37","3.16","2.01","1.88","3.03","1.39","1.68","2.18"
"88949","31-01-26 21:00","Spain","LaLiga","2025/2026","Elche","Barcelona","8.70","6.39","1.32","1.01","26.00","1.10","7.37","1.30","3.58","1.80","2.10","2.69","1.48","1.60","2.34"
"88936","31-01-26 18:30","Spain","LaLiga","2025/2026","Levante","Atl. Madrid","5.32","3.84","1.72","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.72","2.12"
"88922","31-01-26 16:15","Spain","LaLiga","2025/2026","Osasuna","Villarreal","2.76","3.38","2.69","1.05","11.00","1.26","4.00","1.97","1.91","3.18","1.37","6.32","1.13","1.65","2.24"
"88873","31-01-26 14:00","Spain","LaLiga","2025/2026","Oviedo","Girona","3.01","3.09","2.67","1.10","7.45","1.37","3.19","2.21","1.69","4.12","1.25","8.32","1.08","1.89","1.92"
"88854","30-01-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Alaves","1.96","3.14","4.96","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.16","1.70"
"86848","26-01-26 21:00","Spain","LaLiga","2025/2026","Girona","Getafe","2.14","3.09","4.16","1.13","6.32","1.54","2.50","2.69","1.48","5.53","1.15","11.10","1.05","2.16","1.70"
"85222","25-01-26 21:00","Spain","LaLiga","2025/2026","Alaves","Betis","2.85","3.08","2.81","1.12","6.67","1.54","2.50","2.66","1.49","4.92","1.18","9.98","1.06","1.96","1.85"
"85216","25-01-26 18:30","Spain","LaLiga","2025/2026","Real Sociedad","Celta Vigo","2.20","3.38","3.58","1.07","9.00","1.36","3.20","2.21","1.73","3.71","1.29","7.24","1.10","1.76","2.06"
"85203","25-01-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Oviedo","1.12","10.90","21.00","1.01","34.00","1.07","9.00","1.26","4.00","1.69","2.20","2.44","1.57","1.83","1.98"
"85188","25-01-26 14:00","Spain","LaLiga","2025/2026","Atl. Madrid","Mallorca","1.33","5.56","10.10","1.03","13.70","1.21","4.56","1.73","2.21","2.86","1.43","5.01","1.18","2.06","1.76"
"84322","24-01-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Real Madrid","4.09","4.10","1.84","1.02","23.00","1.15","5.71","1.43","2.86","2.22","1.73","3.54","1.31","1.45","2.75"
"84310","24-01-26 18:30","Spain","LaLiga","2025/2026","Sevilla","Ath Bilbao","2.68","2.99","3.10","1.11","6.91","1.45","2.79","2.39","1.59","4.41","1.22","8.94","1.07","1.96","1.85"
"84300","24-01-26 16:15","Spain","LaLiga","2025/2026","Valencia","Espanyol","2.45","3.17","3.26","1.10","7.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.98","1.83"
"84255","24-01-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Osasuna","2.27","3.20","3.61","1.10","7.37","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"83928","23-01-26 21:00","Spain","LaLiga","2025/2026","Levante","Elche","2.35","3.41","3.20","1.05","11.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.65","2.24"
"81005","19-01-26 21:00","Spain","LaLiga","2025/2026","Elche","Sevilla","2.42","3.16","3.31","1.10","7.00","1.46","2.75","2.53","1.54","4.68","1.20","9.48","1.06","1.96","1.85"
"79706","18-01-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Barcelona","4.92","4.45","1.66","1.01","21.00","1.16","5.50","1.50","2.63","2.21","1.73","3.71","1.29","1.49","2.64"
"79700","18-01-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Rayo Vallecano","1.92","3.33","4.79","1.08","8.51","1.37","3.19","2.21","1.69","4.12","1.25","8.32","1.08","1.96","1.85"
"79689","18-01-26 16:15","Spain","LaLiga","2025/2026","Atl. Madrid","Alaves","1.40","4.85","9.14","1.04","11.60","1.26","3.95","1.88","2.01","3.21","1.36","6.02","1.14","2.16","1.70"
"79678","18-01-26 14:00","Spain","LaLiga","2025/2026","Getafe","Valencia","2.58","2.80","3.49","1.17","5.32","1.66","2.34","3.01","1.40","6.42","1.12","12.40","1.04","2.33","1.61"
"79666","17-01-26 21:00","Spain","LaLiga","2025/2026","Betis","Villarreal","2.56","3.58","2.77","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.57","2.41"
"79653","17-01-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Oviedo","1.77","3.58","5.37","1.09","8.00","1.40","3.00","2.32","1.67","4.37","1.22","8.82","1.07","2.10","1.74"
"79642","17-01-26 16:15","Spain","LaLiga","2025/2026","Mallorca","Ath Bilbao","3.91","3.09","2.22","1.10","7.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.98","1.83"
"79596","17-01-26 14:00","Spain","LaLiga","2025/2026","Real Madrid","Levante","1.14","10.50","17.60","1.01","29.00","1.07","9.00","1.28","3.75","1.69","2.20","2.53","1.54","1.98","1.83"
"79577","16-01-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Girona","1.94","3.47","4.42","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.90","1.90"
"79548","12-01-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Celta Vigo","2.75","3.16","2.85","1.08","8.51","1.37","3.19","2.21","1.69","4.12","1.25","8.32","1.08","1.89","1.92"
"79021","11-01-26 16:15","Spain","LaLiga","2025/2026","Levante","Espanyol","3.46","3.39","2.23","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.76","2.06"
"79013","11-01-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Mallorca","1.94","3.26","4.83","1.11","6.91","1.45","2.79","2.48","1.55","4.96","1.18","9.96","1.06","2.16","1.70"
"77861","10-01-26 21:00","Spain","LaLiga","2025/2026","Valencia","Elche","2.05","3.28","4.20","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","8.40","1.08","1.90","1.90"
"77856","10-01-26 18:30","Spain","LaLiga","2025/2026","Girona","Osasuna","2.61","3.27","2.94","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","7.69","1.09","1.83","1.98"
"77852","10-01-26 16:15","Spain","LaLiga","2025/2026","Villarreal","Alaves","1.49","4.60","7.16","1.06","10.00","1.33","3.40","2.10","1.80","3.60","1.30","6.80","1.11","2.06","1.76"
"77837","10-01-26 14:00","Spain","LaLiga","2025/2026","Oviedo","Betis","4.20","3.53","1.97","1.05","10.50","1.29","3.68","2.01","1.88","3.43","1.33","6.48","1.12","1.78","2.03"
"76527","09-01-26 21:00","Spain","LaLiga","2025/2026","Getafe","Real Sociedad","3.58","3.07","2.35","1.13","6.32","1.58","2.42","2.86","1.43","5.53","1.15","11.10","1.05","2.22","1.66"
"75783","04-01-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Atl. Madrid","4.04","3.90","1.90","1.03","13.00","1.26","4.00","1.80","2.10","2.82","1.45","5.26","1.17","1.65","2.24"
"75776","04-01-26 18:30","Spain","LaLiga","2025/2026","Alaves","Oviedo","1.99","2.85","5.62","1.21","4.50","1.80","2.10","3.37","1.34","7.24","1.10","14.00","1.03","2.58","1.50"
"75777","04-01-26 18:30","Spain","LaLiga","2025/2026","Mallorca","Girona","2.34","3.16","3.47","1.09","8.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.90","1.90"
"75768","04-01-26 16:15","Spain","LaLiga","2025/2026","Real Madrid","Betis","1.50","4.69","6.50","1.01","15.50","1.17","5.26","1.54","2.50","2.32","1.63","4.16","1.24","1.65","2.24"
"75748","04-01-26 14:00","Spain","LaLiga","2025/2026","Sevilla","Levante","1.78","3.92","4.65","1.03","13.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.72","2.12"
"75735","03-01-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Barcelona","6.31","4.64","1.52","1.02","19.50","1.17","5.32","1.45","2.79","2.11","1.74","3.82","1.28","1.60","2.34"
"75722","03-01-26 18:30","Spain","LaLiga","2025/2026","Elche","Villarreal","3.36","3.50","2.24","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.60","2.34"
"75715","03-01-26 16:15","Spain","LaLiga","2025/2026","Osasuna","Ath Bilbao","3.17","2.94","2.66","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","10.10","1.06","1.96","1.85"
"75704","03-01-26 14:00","Spain","LaLiga","2025/2026","Celta Vigo","Valencia","2.06","3.36","4.03","1.08","8.42","1.37","3.16","2.21","1.73","4.16","1.24","8.40","1.08","1.90","1.90"
"75696","02-01-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Getafe","2.06","2.95","4.86","1.17","5.32","1.71","2.23","3.18","1.37","6.83","1.11","13.20","1.03","2.58","1.50"
"75498","22-12-25 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Espanyol","1.89","3.38","4.86","1.08","8.42","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.96","1.85"
"75482","21-12-25 21:00","Spain","LaLiga","2025/2026","Betis","Getafe","1.75","3.41","5.97","1.11","6.84","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.31","1.62"
"75483","21-12-25 18:30","Spain","LaLiga","2025/2026","Elche","Rayo Vallecano","2.57","2.98","3.28","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"75484","21-12-25 16:15","Spain","LaLiga","2025/2026","Villarreal","Barcelona","4.21","4.51","1.75","1.01","28.00","1.10","7.37","1.34","3.37","1.88","2.01","2.86","1.43","1.41","2.94"
"75485","21-12-25 14:00","Spain","LaLiga","2025/2026","Girona","Atl. Madrid","5.42","3.87","1.70","1.05","11.00","1.26","4.00","1.89","2.00","3.18","1.37","5.81","1.14","1.76","2.06"
"75448","20-12-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Sevilla","1.23","7.69","11.70","1.02","26.00","1.11","6.84","1.37","3.16","2.01","1.88","3.21","1.36","1.90","1.90"
"75449","20-12-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Alaves","2.29","2.93","3.97","1.14","5.79","1.67","2.32","2.86","1.43","6.02","1.14","12.50","1.03","2.33","1.61"
"75450","20-12-25 16:15","Spain","LaLiga","2025/2026","Levante","Real Sociedad","3.06","3.37","2.45","1.06","9.47","1.30","3.58","2.01","1.88","3.43","1.33","6.90","1.11","1.78","2.03"
"75451","20-12-25 14:00","Spain","LaLiga","2025/2026","Oviedo","Celta Vigo","3.71","3.33","2.17","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","1.96","1.85"
"75375","19-12-25 21:00","Spain","LaLiga","2025/2026","Valencia","Mallorca","2.15","3.28","3.84","1.12","6.67","1.50","2.62","2.57","1.52","4.92","1.18","9.98","1.06","1.96","1.85"
"75358","15-12-25 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Betis","2.74","3.26","2.78","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.83","1.98"
"75339","14-12-25 21:00","Spain","LaLiga","2025/2026","Alaves","Real Madrid","6.29","4.11","1.59","1.03","13.80","1.21","4.61","1.71","2.23","2.66","1.49","4.96","1.18","1.76","2.06"
"75340","14-12-25 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Ath Bilbao","2.94","3.27","2.61","1.09","8.00","1.40","3.00","2.32","1.67","4.37","1.22","8.82","1.07","1.90","1.90"
"75341","14-12-25 14:00","Spain","LaLiga","2025/2026","Sevilla","Oviedo","2.08","3.28","4.08","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","1.96","1.85"
"75294","13-12-25 21:00","Spain","LaLiga","2025/2026","Getafe","Espanyol","2.64","2.91","3.25","1.17","5.26","1.80","2.10","3.43","1.33","7.69","1.09","14.30","1.03","2.58","1.50"
"75295","13-12-25 18:30","Spain","LaLiga","2025/2026","Barcelona","Osasuna","1.20","7.97","14.60","1.01","26.00","1.08","8.42","1.29","3.68","1.73","2.21","2.69","1.48","1.72","2.12"
"75296","13-12-25 16:15","Spain","LaLiga","2025/2026","Mallorca","Elche","2.57","2.98","3.28","1.12","6.50","1.50","2.63","2.53","1.54","4.68","1.20","10.60","1.05","1.96","1.85"
"75297","13-12-25 14:00","Spain","LaLiga","2025/2026","Atl. Madrid","Valencia","1.32","5.61","10.70","1.01","17.50","1.18","5.00","1.60","2.38","2.44","1.57","4.37","1.22","1.90","1.90"
"75215","12-12-25 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Girona","1.81","3.79","4.67","1.05","10.50","1.29","3.68","1.88","2.01","3.21","1.36","6.48","1.12","1.76","2.06"
"75145","08-12-25 21:00","Spain","LaLiga","2025/2026","Osasuna","Levante","1.71","4.00","5.12","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.76","2.06"
"75119","07-12-25 21:00","Spain","LaLiga","2025/2026","Real Madrid","Celta Vigo","1.26","6.83","10.60","1.02","24.00","1.13","6.38","1.37","3.19","1.98","1.90","3.18","1.37","1.70","2.14"
"75120","07-12-25 18:30","Spain","LaLiga","2025/2026","Espanyol","Rayo Vallecano","2.39","3.27","3.26","1.10","7.37","1.43","2.90","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"75121","07-12-25 16:15","Spain","LaLiga","2025/2026","Valencia","Sevilla","2.06","3.51","3.83","1.09","8.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.90","1.90"
"75122","07-12-25 14:00","Spain","LaLiga","2025/2026","Elche","Girona","2.09","3.32","3.98","1.06","9.47","1.30","3.58","2.01","1.88","3.43","1.33","6.90","1.11","1.76","2.06"
"75068","06-12-25 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Atl. Madrid","3.07","3.30","2.49","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.76","2.06"
"75069","06-12-25 18:30","Spain","LaLiga","2025/2026","Betis","Barcelona","4.09","4.10","1.84","1.02","26.00","1.10","7.37","1.34","3.37","1.88","2.01","2.86","1.43","1.36","3.17"
"75070","06-12-25 16:15","Spain","LaLiga","2025/2026","Alaves","Real Sociedad","2.82","2.94","2.97","1.14","6.00","1.54","2.50","2.82","1.45","5.26","1.17","10.60","1.05","2.06","1.76"
"75071","06-12-25 14:00","Spain","LaLiga","2025/2026","Villarreal","Getafe","1.66","3.85","5.91","1.07","9.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","2.06","1.76"
"75007","05-12-25 21:00","Spain","LaLiga","2025/2026","Oviedo","Mallorca","2.77","3.01","2.97","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","10.10","1.06","1.96","1.85"
"74983","03-12-25 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Real Madrid","4.36","3.85","1.85","1.04","11.70","1.26","3.99","1.86","2.03","3.18","1.37","5.96","1.14","1.76","2.06"
"74958","02-12-25 21:00","Spain","LaLiga","2025/2026","Barcelona","Atl. Madrid","1.76","4.46","4.21","1.02","24.00","1.13","6.38","1.42","2.93","1.98","1.90","3.18","1.37","1.44","2.79"
"74948","01-12-25 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Valencia","2.06","3.39","4.01","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","7.69","1.09","1.90","1.90"
"74931","30-11-25 21:00","Spain","LaLiga","2025/2026","Girona","Real Madrid","7.58","5.60","1.39","1.02","27.00","1.11","6.84","1.34","3.37","1.88","2.01","3.03","1.39","1.58","2.37"
"74932","30-11-25 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Espanyol","1.90","3.59","4.44","1.04","12.40","1.25","4.13","1.98","1.90","3.17","1.37","6.11","1.13","1.65","2.24"
"74933","30-11-25 16:15","Spain","LaLiga","2025/2026","Sevilla","Betis","2.70","3.34","2.78","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.76","2.06"
"74934","30-11-25 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Villarreal","2.88","3.50","2.52","1.04","11.60","1.24","4.21","1.80","2.10","2.86","1.43","5.53","1.15","1.59","2.36"
"74877","29-11-25 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Oviedo","1.28","6.11","12.20","1.02","15.00","1.21","4.50","1.63","2.30","2.63","1.50","4.68","1.20","2.16","1.70"
"74878","29-11-25 18:30","Spain","LaLiga","2025/2026","Levante","Ath Bilbao","4.15","3.54","1.97","1.06","10.00","1.33","3.40","2.10","1.80","3.71","1.29","7.24","1.10","1.83","1.98"
"74879","29-11-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Alaves","1.26","6.69","10.90","1.01","23.00","1.13","6.32","1.37","3.16","2.01","1.88","3.03","1.39","1.72","2.12"
"74880","29-11-25 14:00","Spain","LaLiga","2025/2026","Mallorca","Osasuna","2.45","3.17","3.26","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.90","1.90"
"74795","28-11-25 21:00","Spain","LaLiga","2025/2026","Getafe","Elche","2.23","2.96","4.08","1.13","6.32","1.50","2.63","2.69","1.48","5.01","1.18","11.10","1.05","2.06","1.76"
"74735","24-11-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Sevilla","1.89","3.79","4.23","1.04","11.60","1.26","3.95","1.88","2.01","3.03","1.39","6.02","1.14","1.72","2.12"
"74712","23-11-25 21:00","Spain","LaLiga","2025/2026","Elche","Real Madrid","7.10","5.39","1.42","1.01","22.00","1.16","5.50","1.50","2.63","2.24","1.67","3.71","1.29","1.70","2.15"
"74713","23-11-25 18:30","Spain","LaLiga","2025/2026","Getafe","Atl. Madrid","4.95","3.41","1.87","1.13","6.38","1.54","2.53","2.66","1.49","5.48","1.16","11.00","1.05","2.33","1.61"
"74714","23-11-25 16:15","Spain","LaLiga","2025/2026","Betis","Girona","1.54","4.68","5.98","1.02","17.50","1.18","5.00","1.54","2.50","2.34","1.62","4.05","1.25","1.65","2.24"
"74715","23-11-25 14:00","Spain","LaLiga","2025/2026","Oviedo","Rayo Vallecano","3.65","3.26","2.22","1.08","8.42","1.37","3.16","2.21","1.73","4.16","1.24","8.40","1.08","1.90","1.90"
"74665","22-11-25 21:00","Spain","LaLiga","2025/2026","Villarreal","Mallorca","1.42","5.13","7.70","1.02","15.80","1.20","4.74","1.63","2.32","2.50","1.54","4.45","1.22","1.90","1.90"
"74666","22-11-25 18:30","Spain","LaLiga","2025/2026","Osasuna","Real Sociedad","2.78","2.98","2.98","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.90","1.90"
"74667","22-11-25 16:15","Spain","LaLiga","2025/2026","Barcelona","Ath Bilbao","1.44","5.13","7.02","1.01","21.00","1.16","5.50","1.46","2.75","2.21","1.73","3.60","1.30","1.60","2.34"
"74668","22-11-25 14:00","Spain","LaLiga","2025/2026","Alaves","Celta Vigo","2.75","3.06","2.93","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.90","1.90"
"74582","21-11-25 21:00","Spain","LaLiga","2025/2026","Valencia","Levante","2.05","3.60","3.78","1.06","10.00","1.33","3.40","2.10","1.80","3.60","1.30","6.80","1.11","1.76","2.06"
"74505","09-11-25 21:00","Spain","LaLiga","2025/2026","Celta Vigo","Barcelona","4.46","4.43","1.72","1.02","25.00","1.11","6.84","1.34","3.37","1.88","2.01","3.03","1.39","1.42","2.89"
"74506","09-11-25 18:30","Spain","LaLiga","2025/2026","Mallorca","Getafe","2.57","2.98","3.28","1.16","5.50","1.74","2.20","3.18","1.37","6.32","1.13","13.10","1.03","2.29","1.63"
"74507","09-11-25 18:30","Spain","LaLiga","2025/2026","Valencia","Betis","3.89","3.46","2.06","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.68","2.18"
"74508","09-11-25 16:15","Spain","LaLiga","2025/2026","Rayo Vallecano","Real Madrid","5.71","4.85","1.54","1.02","19.50","1.18","5.00","1.50","2.63","2.34","1.62","4.05","1.25","1.60","2.34"
"74509","09-11-25 14:00","Spain","LaLiga","2025/2026","Ath Bilbao","Oviedo","1.62","3.58","7.53","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.18","1.69"
"74442","08-11-25 21:00","Spain","LaLiga","2025/2026","Espanyol","Villarreal","3.04","3.47","2.42","1.05","11.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.67","2.21"
"74443","08-11-25 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Levante","1.25","7.20","11.30","1.02","24.00","1.16","5.50","1.46","2.75","2.21","1.73","3.60","1.30","1.98","1.83"
