"id","matchDate","Country","League","Season","homeTeam","awayTeam","HCFT","ACFT","HC1H","AC1H","HC2H","AC2H","HYCFT","AYCFT","HYC1H","AYC1H","HYC2H","AYC2H"
"119415","10-05-26 18:30","Spain","LaLiga","2025/2026","Oviedo","Getafe","1","9","1","6","0","3","2","3","1","0","1","3"
"119414","10-05-26 16:15","Spain","LaLiga","2025/2026","Ath Bilbao","Valencia","13","5","5","4","8","1","2","3","1","0","1","3"
"119413","10-05-26 14:00","Spain","LaLiga","2025/2026","Mallorca","Villarreal","5","4","1","2","4","2","2","0","0","0","2","0"
"119298","09-05-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Betis","4","3","2","1","2","2","2","3","0","0","2","3"
"119297","09-05-26 18:30","Spain","LaLiga","2025/2026","Atl. Madrid","Celta Vigo","10","0","5","0","5","0","1","2","0","1","1","1"
"119296","09-05-26 16:15","Spain","LaLiga","2025/2026","Sevilla","Espanyol","4","6","3","4","1","2","5","5","0","1","5","4"
"119295","09-05-26 14:00","Spain","LaLiga","2025/2026","Elche","Alaves","7","3","3","3","4","0","3","6","0","3","3","3"
"119228","08-05-26 21:00","Spain","LaLiga","2025/2026","Levante","Osasuna","15","1","3","1","12","0","2","0","1","0","1","0"
"119176","04-05-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Real Sociedad","3","3","3","1","0","2","3","1","1","1","2","0"
"119132","03-05-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Real Madrid","5","6","3","3","2","3","3","4","2","2","1","2"
"119131","03-05-26 18:30","Spain","LaLiga","2025/2026","Betis","Oviedo","5","4","5","2","0","2","0","0","0","0","0","0"
"119130","03-05-26 16:15","Spain","LaLiga","2025/2026","Getafe","Rayo Vallecano","4","1","2","0","2","1","3","5","1","1","2","4"
"119129","03-05-26 14:00","Spain","LaLiga","2025/2026","Celta Vigo","Elche","4","2","1","1","3","1","2","1","1","1","1","0"
"119030","02-05-26 21:00","Spain","LaLiga","2025/2026","Osasuna","Barcelona","3","7","2","5","1","2","2","2","0","1","2","1"
"119029","02-05-26 18:30","Spain","LaLiga","2025/2026","Alaves","Ath Bilbao","4","7","1","4","3","3","4","4","1","1","3","3"
"119028","02-05-26 16:15","Spain","LaLiga","2025/2026","Valencia","Atl. Madrid","1","7","0","3","1","4","1","3","0","1","1","2"
"119027","02-05-26 14:00","Spain","LaLiga","2025/2026","Villarreal","Levante","7","3","4","0","3","3","3","1","1","1","2","0"
"118899","01-05-26 21:00","Spain","LaLiga","2025/2026","Girona","Mallorca","5","2","1","1","4","1","4","2","1","0","3","2"
"118834","27-04-26 21:00","Spain","LaLiga","2025/2026","Espanyol","Levante","4","4","4","1","0","3","3","3","0","0","3","3"
"118794","26-04-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Celta Vigo","7","5","0","4","7","1","3","6","2","3","1","3"
"118793","26-04-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Sevilla","4","4","2","0","2","4","2","2","0","1","2","1"
"118792","26-04-26 16:15","Spain","LaLiga","2025/2026","Oviedo","Elche","6","1","2","0","4","1","2","0","0","0","2","0"
"118791","26-04-26 14:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Real Sociedad","6","4","2","4","4","0","6","4","1","1","5","3"
"118693","25-04-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Ath Bilbao","3","4","3","2","0","2","0","0","0","0","0","0"
"118692","25-04-26 18:30","Spain","LaLiga","2025/2026","Valencia","Girona","4","4","2","0","2","4","2","2","1","1","1","1"
"118691","25-04-26 16:15","Spain","LaLiga","2025/2026","Getafe","Barcelona","6","3","2","1","4","2","2","2","0","2","2","0"
"118690","25-04-26 14:00","Spain","LaLiga","2025/2026","Alaves","Mallorca","9","4","6","1","3","3","2","1","1","0","1","1"
"118571","24-04-26 21:00","Spain","LaLiga","2025/2026","Betis","Real Madrid","7","6","2","4","5","2","1","2","1","1","0","1"
"118530","23-04-26 21:30","Spain","LaLiga","2025/2026","Oviedo","Villarreal","7","0","2","0","5","0","1","1","1","0","0","1"
"118529","23-04-26 20:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Espanyol","6","5","2","3","4","2","2","4","1","2","1","2"
"118528","23-04-26 19:00","Spain","LaLiga","2025/2026","Levante","Sevilla","3","6","3","1","0","5","3","4","1","1","2","3"
"118502","22-04-26 21:30","Spain","LaLiga","2025/2026","Barcelona","Celta Vigo","5","3","4","1","1","2","1","1","0","0","1","1"
"118501","22-04-26 20:00","Spain","LaLiga","2025/2026","Real Sociedad","Getafe","6","3","1","2","5","1","4","5","2","2","2","3"
"118500","22-04-26 19:00","Spain","LaLiga","2025/2026","Elche","Atl. Madrid","13","3","7","1","6","2","2","2","2","2","0","0"
"118457","21-04-26 21:30","Spain","LaLiga","2025/2026","Girona","Betis","3","1","2","0","1","1","1","3","0","1","1","2"
"118458","21-04-26 21:30","Spain","LaLiga","2025/2026","Real Madrid","Alaves","9","6","5","2","4","4","1","1","1","0","0","1"
"118455","21-04-26 19:00","Spain","LaLiga","2025/2026","Ath Bilbao","Osasuna","5","4","3","0","2","4","3","2","1","0","2","2"
"118456","21-04-26 19:00","Spain","LaLiga","2025/2026","Mallorca","Valencia","7","4","2","2","5","2","0","2","0","1","0","1"
"118088","13-04-26 21:00","Spain","LaLiga","2025/2026","Levante","Getafe","8","2","4","0","4","2","2","7","1","0","1","7"
"118055","12-04-26 21:00","Spain","LaLiga","2025/2026","Ath Bilbao","Villarreal","15","3","5","2","10","1","2","3","0","1","2","2"
"118054","12-04-26 18:30","Spain","LaLiga","2025/2026","Celta Vigo","Oviedo","4","1","2","0","2","1","1","2","0","0","1","2"
"118053","12-04-26 16:15","Spain","LaLiga","2025/2026","Mallorca","Rayo Vallecano","6","7","4","4","2","3","1","4","0","2","1","2"
"118052","12-04-26 14:00","Spain","LaLiga","2025/2026","Osasuna","Betis","6","3","3","2","3","1","3","4","2","3","1","1"
"117953","11-04-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Atl. Madrid","6","6","4","3","2","3","4","4","1","1","3","3"
"117952","11-04-26 18:30","Spain","LaLiga","2025/2026","Barcelona","Espanyol","7","5","4","1","3","4","3","6","2","3","1","3"
"117951","11-04-26 16:15","Spain","LaLiga","2025/2026","Elche","Valencia","5","9","4","1","1","8","1","1","0","0","1","1"
"117950","11-04-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Alaves","9","5","7","2","2","3","2","4","0","0","2","4"
"117827","10-04-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Girona","10","1","5","0","5","1","2","1","1","0","1","1"
"117677","06-04-26 21:00","Spain","LaLiga","2025/2026","Girona","Villarreal","7","4","4","1","3","3","2","2","0","1","2","1"
"117584","05-04-26 21:00","Spain","LaLiga","2025/2026","Alaves","Osasuna","7","1","4","1","3","0","2","5","1","2","1","3"
"117583","05-04-26 18:30","Spain","LaLiga","2025/2026","Oviedo","Sevilla","5","9","3","6","2","3","5","3","1","1","4","2"
"117582","05-04-26 16:15","Spain","LaLiga","2025/2026","Valencia","Celta Vigo","6","0","2","0","4","0","1","3","0","2","1","1"
"117581","05-04-26 14:00","Spain","LaLiga","2025/2026","Getafe","Ath Bilbao","4","3","3","0","1","3","3","1","2","1","1","0"
"117485","04-04-26 21:00","Spain","LaLiga","2025/2026","Atl. Madrid","Barcelona","1","9","1","2","0","7","6","2","3","1","3","1"
"117484","04-04-26 18:30","Spain","LaLiga","2025/2026","Betis","Espanyol","4","3","2","1","2","2","1","3","0","0","1","3"
"117483","04-04-26 16:15","Spain","LaLiga","2025/2026","Mallorca","Real Madrid","6","4","2","3","4","1","3","2","0","0","3","2"
"117482","04-04-26 14:00","Spain","LaLiga","2025/2026","Real Sociedad","Levante","11","5","5","2","6","3","2","3","1","2","1","1"
"117403","03-04-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Elche","9","4","6","3","3","1","0","4","0","3","0","1"
"114444","22-03-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Atl. Madrid","4","1","3","0","1","1","1","4","0","2","1","2"
"114443","22-03-26 18:30","Spain","LaLiga","2025/2026","Ath Bilbao","Betis","6","5","3","2","3","3","1","1","0","0","1","1"
"114442","22-03-26 16:15","Spain","LaLiga","2025/2026","Celta Vigo","Alaves","4","1","1","1","3","0","2","2","1","1","1","1"
"114441","22-03-26 14:00","Spain","LaLiga","2025/2026","Barcelona","Rayo Vallecano","6","9","5","3","1","6","3","4","2","1","1","3"
"114334","21-03-26 21:00","Spain","LaLiga","2025/2026","Sevilla","Valencia","1","3","1","1","0","2","2","1","1","0","1","1"
"114332","21-03-26 18:30","Spain","LaLiga","2025/2026","Levante","Oviedo","3","1","2","0","1","1","2","3","0","2","2","1"
"114333","21-03-26 18:30","Spain","LaLiga","2025/2026","Osasuna","Girona","6","2","5","0","1","2","2","1","0","1","2","0"
"114331","21-03-26 16:15","Spain","LaLiga","2025/2026","Espanyol","Getafe","12","9","2","3","10","6","2","7","0","1","2","6"
"114330","21-03-26 14:00","Spain","LaLiga","2025/2026","Elche","Mallorca","2","2","1","2","1","0","2","2","1","0","1","2"
"114220","20-03-26 21:00","Spain","LaLiga","2025/2026","Villarreal","Real Sociedad","4","5","2","4","2","1","0","3","0","1","0","2"
"110051","16-03-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Levante","5","6","1","2","4","4","3","5","2","1","1","4"
"108029","15-03-26 21:00","Spain","LaLiga","2025/2026","Real Sociedad","Osasuna","3","5","2","1","1","4","3","0","0","0","3","0"
"108028","15-03-26 18:30","Spain","LaLiga","2025/2026","Betis","Celta Vigo","3","4","1","1","2","3","2","3","0","0","2","3"
"108027","15-03-26 16:15","Spain","LaLiga","2025/2026","Barcelona","Sevilla","3","4","0","3","3","1","0","1","0","1","0","0"
"108026","15-03-26 14:00","Spain","LaLiga","2025/2026","Mallorca","Espanyol","5","6","2","5","3","1","3","3","1","1","2","2"
"106626","14-03-26 21:00","Spain","LaLiga","2025/2026","Real Madrid","Elche","5","4","3","1","2","3","1","3","0","0","1","3"
