"id","matchDate","Country","League","Season","homeTeam","awayTeam","HCFT","ACFT","HC1H","AC1H","HC2H","AC2H","HYCFT","AYCFT","HYC1H","AYC1H","HYC2H","AYC2H"
"120665","17-05-26 19:00","Spain","LaLiga","2025/2026","Osasuna","Espanyol","9","2","3","1","6","1","1","2","0","1","1","1"
"120666","17-05-26 19:00","Spain","LaLiga","2025/2026","Oviedo","Alaves","5","2","4","1","1","1","3","1","0","0","3","1"
"120667","17-05-26 19:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Villarreal","1","9","1","3","0","6","2","1","0","0","2","1"
"120668","17-05-26 19:00","Spain","LaLiga","2025/2026","Real Sociedad","Valencia","3","2","2","0","1","2","4","0","1","0","3","0"
"120669","17-05-26 19:00","Spain","LaLiga","2025/2026","Sevilla","Real Madrid","4","4","2","3","2","1","4","0","0","0","4","0"
"120452","14-05-26 21:30","Spain","LaLiga","2025/2026","Real Madrid","Oviedo","4","5","2","3","2","2","0","0","0","0","0","0"
"120451","14-05-26 20:00","Spain","LaLiga","2025/2026","Girona","Real Sociedad","6","3","2","2","4","1","2","7","0","1","2","6"
"120450","14-05-26 19:00","Spain","LaLiga","2025/2026","Valencia","Rayo Vallecano","5","1","2","1","3","0","1","1","1","0","0","1"
"120440","13-05-26 21:30","Spain","LaLiga","2025/2026","Alaves","Barcelona","6","4","5","2","1","2","1","2","0","0","1","2"
"120441","13-05-26 21:30","Spain","LaLiga","2025/2026","Getafe","Mallorca","3","3","2","3","1","0","3","4","0","2","3","2"
"120438","13-05-26 19:00","Spain","LaLiga","2025/2026","Espanyol","Ath Bilbao","8","9","6","6","2","3","0","0","0","0","0","0"
"120439","13-05-26 19:00","Spain","LaLiga","2025/2026","Villarreal","Sevilla","6","4","2","2","4","2","2","1","0","0","2","1"
"120229","12-05-26 21:30","Spain","LaLiga","2025/2026","Osasuna","Atl. Madrid","8","4","4","2","4","2","6","5","3","0","3","5"
"120228","12-05-26 20:00","Spain","LaLiga","2025/2026","Betis","Elche","8","1","1","0","7","1","3","3","0","0","3","3"
"120227","12-05-26 19:00","Spain","LaLiga","2025/2026","Celta Vigo","Levante","4","4","1","0","3","4","0","2","0","0","0","2"
"119710","11-05-26 21:00","Spain","LaLiga","2025/2026","Rayo Vallecano","Girona","9","5","5","2","4","3","1","1","1","0","0","1"
"119416","10-05-26 21:00","Spain","LaLiga","2025/2026","Barcelona","Real Madrid","4","8","1","4","3","4","2","4","0","1","2","3"
